"","Water","TAXON","SIASAM","d13C","d15N","C.N","RWT","d13C_pel","d15N_pel","d13C_lit","d15N_lit","length","length_mean","length_sd","Water2","d13C_norm","p_lit","adjp_lit","p_litnorm","mean.pl","sd.pl","mean.adjpl","sd.adjpl","tp_2","mean.tp2","sd.tp2"
"160","Manitou","LT",25294,-29.76,9.43,3.68,868,-31.6933333333333,2.22333333333333,-24.56,0.478,480,548.1,165.994277009781,"Reference",-29.4368,0.31633644859813,0.31633644859813,0.339973776940097,0.302884112149532,0.105231403048779,0.302884112149532,0.105231403048779,4.28199388675096,4.49802953051127,0.303498790628348
"161","Manitou","LT",25288,-28.26,10.99,3.37,3841,-31.6933333333333,2.22333333333333,-24.56,0.478,760,548.1,165.994277009781,"Reference",-28.2437,0.483593457943925,0.483593457943925,0.437744816848316,0.302884112149532,0.105231403048779,0.302884112149532,0.105231403048779,4.82667601429357,4.49802953051127,0.303498790628348
"162","Manitou","LT",25296,-29.93,9.81,3.24,348,-31.6933333333333,2.22333333333333,-24.56,0.478,361,548.1,165.994277009781,"Reference",-30.0424,0.231439252336448,0.231439252336448,0.290346636073097,0.302884112149532,0.105231403048779,0.302884112149532,0.105231403048779,4.35017803188565,4.49802953051127,0.303498790628348
"163","Manitou","LT",25293,-30.66,9.56,3.48,763,-31.6933333333333,2.22333333333333,-24.56,0.478,450,548.1,165.994277009781,"Reference",-30.5348,0.162411214953271,0.162411214953271,0.24999590264689,0.302884112149532,0.105231403048779,0.302884112149532,0.105231403048779,4.24121422759758,4.49802953051127,0.303498790628348
"164","Manitou","LT",25297,-28.66,11.75,3.45,3188,-31.6933333333333,2.22333333333333,-24.56,0.478,746,548.1,165.994277009781,"Reference",-28.5645,0.438621495327103,0.438621495327103,0.411456199295256,0.302884112149532,0.105231403048779,0.302884112149532,0.105231403048779,5.02711981858164,4.49802953051127,0.303498790628348
"165","Manitou","LT",25289,-29.44,9.59,3.41,1351,-31.6933333333333,2.22333333333333,-24.56,0.478,552,548.1,165.994277009781,"Reference",-29.3841,0.32372429906542,0.32372429906542,0.344292387117922,0.302884112149532,0.105231403048779,0.302884112149532,0.105231403048779,4.33284514018692,4.49802953051127,0.303498790628348
"166","Manitou","LT",25290,-30.23,9.9,3.59,1574,-31.6933333333333,2.22333333333333,-24.56,0.478,551,548.1,165.994277009781,"Reference",-29.9959,0.237957943925234,0.237957943925234,0.294157174465296,0.302884112149532,0.105231403048779,0.302884112149532,0.105231403048779,4.37999488180319,4.49802953051127,0.303498790628348
"167","Manitou","MMSHINER",25379,-25.88,6.08,3.63,2.78,-31.6933333333333,2.22333333333333,-24.56,0.478,NA,NA,NA,"Reference",-25.6063,0.853322429906542,0.853322429906542,0.653871998688847,0.825285046728972,0.0396508475431715,0.825285046728972,0.0396508475431715,3.57235257284222,3.53590122594832,0.051549989144117
"168","Manitou","MMSHINER",25380,-26.28,5.93,3.63,3.32,-31.6933333333333,2.22333333333333,-24.56,0.478,NA,NA,NA,"Reference",-26.0063,0.797247663551401,0.797247663551401,0.621093173809719,0.825285046728972,0.0396508475431715,0.825285046728972,0.0396508475431715,3.49944987905443,3.53590122594832,0.051549989144117
"169","Manitou","RBASS",23581,-28.51,6.34,3.47,1.61,-31.6933333333333,2.22333333333333,-24.56,0.478,45,89.5,44.6389556736755,"Reference",-28.3947,0.46242523364486,0.46242523364486,0.425370810456445,0.562503504672897,0.145250082980755,0.562503504672897,0.145250082980755,3.44816260032985,3.60958513239875,0.196232046147266
"170","Manitou","RBASS",23582,-28.63,6.61,3.39,1.82,-31.6933333333333,2.22333333333333,-24.56,0.478,51,89.5,44.6389556736755,"Reference",-28.5939,0.4345,0.4345,0.40904695566664,0.562503504672897,0.145250082980755,0.562503504672897,0.145250082980755,3.51323941176471,3.60958513239875,0.196232046147266
"171","Manitou","RBASS",23583,-28.82,6.14,3.36,2.78,-31.6933333333333,2.22333333333333,-24.56,0.478,58,89.5,44.6389556736755,"Reference",-28.8136,0.403700934579439,0.403700934579439,0.391043186101778,0.562503504672897,0.145250082980755,0.562503504672897,0.145250082980755,3.35919393073117,3.60958513239875,0.196232046147266
"172","Manitou","RBASS",23584,-28.78,6.13,3.3,4.81,-31.6933333333333,2.22333333333333,-24.56,0.478,67,89.5,44.6389556736755,"Reference",-28.833,0.400981308411214,0.400981308411214,0.389453413095141,0.562503504672897,0.145250082980755,0.562503504672897,0.145250082980755,3.35485667949423,3.60958513239875,0.196232046147266
"173","Manitou","RBASS",23585,-27.71,6.76,3.29,6.41,-31.6933333333333,2.22333333333333,-24.56,0.478,76,89.5,44.6389556736755,"Reference",-27.7729,0.549593457943925,0.549593457943925,0.47632549373105,0.562503504672897,0.145250082980755,0.562503504672897,0.145250082980755,3.61643836723474,3.60958513239875,0.196232046147266
"174","Manitou","RBASS",25374,-25.67,6.76,3.3,7.79,-31.6933333333333,2.22333333333333,-24.56,0.478,78,89.5,44.6389556736755,"Reference",-25.723,0.836962616822429,0.836962616822429,0.644308776530361,0.562503504672897,0.145250082980755,0.562503504672897,0.145250082980755,3.76395453545904,3.60958513239875,0.196232046147266
"175","Manitou","RBASS",25375,-27.18,6.77,3.32,26.09,-31.6933333333333,2.22333333333333,-24.56,0.478,111,89.5,44.6389556736755,"Reference",-27.2132,0.628056074766355,0.628056074766355,0.52219126444317,0.562503504672897,0.145250082980755,0.562503504672897,0.145250082980755,3.65965702034085,3.60958513239875,0.196232046147266
"176","Manitou","RBASS",25372,-26.02,6.08,3.6,1.71,-31.6933333333333,2.22333333333333,-24.56,0.478,47,89.5,44.6389556736755,"Reference",-25.776,0.829532710280374,0.829532710280374,0.639965582233877,0.562503504672897,0.145250082980755,0.562503504672897,0.145250082980755,3.56014051676745,3.60958513239875,0.196232046147266
"177","Manitou","RBASS",25373,-27.8,6.25,3.34,6.17,-31.6933333333333,2.22333333333333,-24.56,0.478,75,89.5,44.6389556736755,"Reference",-27.8134,0.543915887850467,0.543915887850467,0.473006637712038,0.562503504672897,0.145250082980755,0.562503504672897,0.145250082980755,3.46352388125344,3.60958513239875,0.196232046147266
"178","Manitou","RBASS",25378,-27.53,7.86,3.2,106.56,-31.6933333333333,2.22333333333333,-24.56,0.478,178,89.5,44.6389556736755,"Reference",-27.682,0.56233644859813,0.56233644859813,0.483774481684832,0.562503504672897,0.145250082980755,0.562503504672897,0.145250082980755,3.94650918086861,3.60958513239875,0.196232046147266
"179","Manitou","RBASS",25376,-27.9,7.77,3.22,40.01,-31.6933333333333,2.22333333333333,-24.56,0.478,130,89.5,44.6389556736755,"Reference",-28.0322,0.513242990654205,0.513242990654205,0.455076620503155,0.562503504672897,0.145250082980755,0.562503504672897,0.145250082980755,3.8948372842221,3.60958513239875,0.196232046147266
"180","Manitou","RBASS",25377,-27.35,7.1,3.18,74.3,-31.6933333333333,2.22333333333333,-24.56,0.478,158,89.5,44.6389556736755,"Reference",-27.5218,0.584794392523364,0.584794392523364,0.496902401048922,0.562503504672897,0.145250082980755,0.562503504672897,0.145250082980755,3.73450818031886,3.60958513239875,0.196232046147266
"181","Manitou","RSMELT",25352,-31.07,7.39,3.56,2.42,-31.6933333333333,2.22333333333333,-24.56,0.478,98,96.2857142857143,5.90802521192673,"Reference",-30.8656,0.11603738317757,0.11603738317757,0.222887814471851,0.102431241655541,0.0554826399665602,0.102431241655541,0.0554826399665602,3.57917369983507,3.42218921385377,0.111527547449874
"182","Manitou","RSMELT",25356,-31.23,6.65,3.36,4.57,-31.6933333333333,2.22333333333333,-24.56,0.478,88,96.2857142857143,5.90802521192673,"Reference",-31.2236,0.0658504672897192,0.0658504672897192,0.193550766205032,0.102431241655541,0.0554826399665602,0.102431241655541,0.0554826399665602,3.33576402418911,3.42218921385377,0.111527547449874
"183","Manitou","RSMELT",23606,-30.09,6.25,3.33,5.64,-31.6933333333333,2.22333333333333,-24.56,0.478,106,96.2857142857143,5.90802521192673,"Reference",-30.1133,0.2215,0.2215,0.284536589363272,0.102431241655541,0.0554826399665602,0.102431241655541,0.0554826399665602,3.29801705882353,3.42218921385377,0.111527547449874
"184","Manitou","RSMELT",25353,-31.2,7.16,3.4,4.94,-31.6933333333333,2.22333333333333,-24.56,0.478,96,96.2857142857143,5.90802521192673,"Reference",-31.154,0.0756074766355138,0.0756074766355138,0.199254281734,0.102431241655541,0.0554826399665602,0.102431241655541,0.0554826399665602,3.49077262231996,3.42218921385377,0.111527547449874
"185","Manitou","RSMELT",25354,-31.04,6.72,3.39,4.54,-31.6933333333333,2.22333333333333,-24.56,0.478,100,96.2857142857143,5.90802521192673,"Reference",-31.0039,0.0966495327102804,0.0966495327102804,0.211554535769893,0.102431241655541,0.0554826399665602,0.102431241655541,0.0554826399665602,3.37216244639912,3.42218921385377,0.111527547449874
"186","Manitou","RSMELT",25351,-31.25,6.66,3.42,3.87,-31.6933333333333,2.22333333333333,-24.56,0.478,91,96.2857142857143,5.90802521192673,"Reference",-31.1842,0.0713738317757006,0.0713738317757006,0.196779480455626,0.102431241655541,0.0554826399665602,0.102431241655541,0.0554826399665602,3.34154052776251,3.42218921385377,0.111527547449874
"187","Manitou","RSMELT",25355,-31.24,7.33,3.4,5.16,-31.6933333333333,2.22333333333333,-24.56,0.478,95,96.2857142857143,5.90802521192673,"Reference",-31.194,0.0699999999999999,0.0699999999999999,0.195976399246087,0.102431241655541,0.0554826399665602,0.102431241655541,0.0554826399665602,3.53789411764706,3.42218921385377,0.111527547449874
"188","Manitou","SLSCULP",25397,-24.75,6.4,3.42,5.89,-31.6933333333333,2.22333333333333,-24.56,0.478,82,69.2941176470588,16.09256313442,"Reference",-24.6842,0.982588785046729,0.982588785046729,0.729435384741457,0.34358301264431,0.384379087433732,0.328012919186366,0.341956497931631,3.73282694887301,3.73712275641648,0.146653306102914
"189","Manitou","SLSCULP",25395,-29.67,7.21,3.65,3.37,-31.6933333333333,2.22333333333333,-24.56,0.478,70,69.2941176470588,16.09256313442,"Reference",-29.3765,0.324789719626168,0.324789719626168,0.344915184790625,0.34358301264431,0.384379087433732,0.328012919186366,0.341956497931631,3.63339205607477,3.73712275641648,0.146653306102914
"190","Manitou","SLSCULP",25396,-25.5,6.87,3.37,6.07,-31.6933333333333,2.22333333333333,-24.56,0.478,83,69.2941176470588,16.09256313442,"Reference",-25.4837,0.870509345794393,0.870509345794393,0.6639187085143,0.34358301264431,0.384379087433732,0.328012919186366,0.341956497931631,3.81352813084112,3.73712275641648,0.146653306102914
"191","Manitou","SLSCULP",25398,-22.62,6.96,3.5,9.52,-31.6933333333333,2.22333333333333,-24.56,0.478,92,69.2941176470588,16.09256313442,"Reference",-22.475,1.29228971962617,1,0.910472834548881,0.34358301264431,0.384379087433732,0.328012919186366,0.341956497931631,3.90647058823529,3.73712275641648,0.146653306102914
"192","Manitou","SLSCULP",23598,-30.19,7.17,3.72,1.33,-31.6933333333333,2.22333333333333,-24.56,0.478,56,69.2941176470588,16.09256313442,"Reference",-29.8272,0.261607476635514,0.261607476635514,0.307981643858068,0.34358301264431,0.384379087433732,0.328012919186366,0.341956497931631,3.58919379879054,3.73712275641648,0.146653306102914
"193","Manitou","SLSCULP",23602,-31.74,8.36,4.19,4.06,-31.6933333333333,2.22333333333333,-24.56,0.478,73,69.2941176470588,16.09256313442,"Reference",-30.9119,0.109546728971962,0.109546728971962,0.219093665492092,0.34358301264431,0.384379087433732,0.328012919186366,0.341956497931631,3.86113594832325,3.73712275641648,0.146653306102914
"194","Manitou","SLSCULP",23599,-29.78,7.1,3.49,1.76,-31.6933333333333,2.22333333333333,-24.56,0.478,62,69.2941176470588,16.09256313442,"Reference",-29.6449,0.287163551401869,0.287163551401869,0.322920593296731,0.34358301264431,0.384379087433732,0.328012919186366,0.341956497931631,3.58172434854316,3.73712275641648,0.146653306102914
"195","Manitou","SLSCULP",23596,-31.09,6.95,4.26,0.75,-31.6933333333333,2.22333333333333,-24.56,0.478,43,69.2941176470588,16.09256313442,"Reference",-30.1926,0.210383177570093,0.210383177570093,0.278038187330985,0.34358301264431,0.384379087433732,0.328012919186366,0.341956497931631,3.49819277625069,3.73712275641648,0.146653306102914
"196","Manitou","SLSCULP",23597,-30.86,7.93,3.54,1.46,-31.6933333333333,2.22333333333333,-24.56,0.478,55,69.2941176470588,16.09256313442,"Reference",-30.6754,0.142700934579439,0.142700934579439,0.238474145701877,0.34358301264431,0.384379087433732,0.328012919186366,0.341956497931631,3.75168451896646,3.73712275641648,0.146653306102914
"197","Manitou","SLSCULP",25394,-31.27,8.37,3.51,2.45,-31.6933333333333,2.22333333333333,-24.56,0.478,70,69.2941176470588,16.09256313442,"Reference",-31.1151,0.0810607476635514,0.0810607476635514,0.202442022453495,0.34358301264431,0.384379087433732,0.328012919186366,0.341956497931631,3.84945432105552,3.73712275641648,0.146653306102914
"198","Manitou","SLSCULP",23603,-32.14,8.91,3.93,5.17,-31.6933333333333,2.22333333333333,-24.56,0.478,81,69.2941176470588,16.09256313442,"Reference",-31.5693,0.0173878504672897,0.0173878504672897,0.165221666803245,0.34358301264431,0.384379087433732,0.328012919186366,0.341956497931631,3.97559242990654,3.73712275641648,0.146653306102914
"199","Manitou","SLSCULP",23600,-32.55,7.94,4.02,2.57,-31.6933333333333,2.22333333333333,-24.56,0.478,63,69.2941176470588,16.09256313442,"Reference",-31.8902,-0.0275981308411213,0,0.138924854543965,0.34358301264431,0.384379087433732,0.328012919186366,0.341956497931631,3.68137254901961,3.73712275641648,0.146653306102914
"200","Manitou","SLSCULP",23601,-27.08,6.27,3.46,3.23,-31.6933333333333,2.22333333333333,-24.56,0.478,67,69.2941176470588,16.09256313442,"Reference",-26.9746,0.661504672897196,0.661504672897196,0.54174383348357,0.34358301264431,0.384379087433732,0.328012919186366,0.341956497931631,3.52976847718527,3.73712275641648,0.146653306102914
"201","Manitou","SLSCULP",23605,-31.62,8.59,3.55,8.36,-31.6933333333333,2.22333333333333,-24.56,0.478,98,69.2941176470588,16.09256313442,"Reference",-31.4255,0.0375467289719624,0.0375467289719624,0.177005654347292,0.34358301264431,0.384379087433732,0.328012919186366,0.341956497931631,3.89182300714678,3.73712275641648,0.146653306102914
"202","Manitou","SLSCULP",25393,-30.81,7.73,3.61,1.97,-31.6933333333333,2.22333333333333,-24.56,0.478,60,69.2941176470588,16.09256313442,"Reference",-30.5561,0.159425233644859,0.159425233644859,0.248250430222077,0.34358301264431,0.384379087433732,0.328012919186366,0.341956497931631,3.70144612974162,3.73712275641648,0.146653306102914
"203","Manitou","SLSCULP",23604,-31.86,8.67,3.63,5.16,-31.6933333333333,2.22333333333333,-24.56,0.478,83,69.2941176470588,16.09256313442,"Reference",-31.5863,0.0150046728971958,0.0150046728971958,0.163828566745882,0.34358301264431,0.384379087433732,0.328012919186366,0.341956497931631,3.90378083012644,3.73712275641648,0.146653306102914
"204","Manitou","SLSCULP",25392,-29.67,7.04,4.3,0.51,-31.6933333333333,2.22333333333333,-24.56,0.478,40,69.2941176470588,16.09256313442,"Reference",-28.733,0.415,0.415,0.397648119314923,0.34358301264431,0.384379087433732,0.328012919186366,0.341956497931631,3.6297,3.73712275641648,0.146653306102914
"205","Manitou","SMB",25305,-26.7,7.66,3.31,922,-31.6933333333333,2.22333333333333,-24.56,0.478,412,300,126.78880076726,"Reference",-26.7431,0.693957943925234,0.693957943925234,0.560714578382365,0.701900169923534,0.237743463677209,0.673254885301614,0.164025985437892,3.95525135239142,3.8785810015493,0.23364342303508
"206","Manitou","SMB",25300,-26.18,6.64,3.27,55,-31.6933333333333,2.22333333333333,-24.56,0.478,167,300,126.78880076726,"Reference",-26.2627,0.761303738317757,0.761303738317757,0.600081947062198,0.701900169923534,0.237743463677209,0.673254885301614,0.164025985437892,3.68982219351292,3.8785810015493,0.23364342303508
"207","Manitou","SMB",25306,-26.91,7.78,3.17,485,-31.6933333333333,2.22333333333333,-24.56,0.478,350,300,126.78880076726,"Reference",-27.0917,0.645088785046729,0.645088785046729,0.532147832500205,0.701900169923534,0.237743463677209,0.673254885301614,0.164025985437892,3.96545930181418,3.8785810015493,0.23364342303508
"208","Manitou","SMB",25307,-22.19,7.77,3.23,259,-31.6933333333333,2.22333333333333,-24.56,0.478,270,300,126.78880076726,"Reference",-22.3123,1.31509813084112,1,0.923805621568467,0.701900169923534,0.237743463677209,0.673254885301614,0.164025985437892,4.14470588235294,3.8785810015493,0.23364342303508
"209","Manitou","SMB",25308,-28.57,8.66,3.26,1208,-31.6933333333333,2.22333333333333,-24.56,0.478,440,300,126.78880076726,"Reference",-28.6626,0.424869158878504,0.424869158878504,0.403417192493649,0.701900169923534,0.237743463677209,0.673254885301614,0.164025985437892,4.11123675645959,3.8785810015493,0.23364342303508
"210","Manitou","SMB",25304,-26.71,8.07,3.26,710,-31.6933333333333,2.22333333333333,-24.56,0.478,392,300,126.78880076726,"Reference",-26.8026,0.685616822429906,0.685616822429906,0.555838728181595,0.701900169923534,0.237743463677209,0.673254885301614,0.164025985437892,4.07155781198461,3.8785810015493,0.23364342303508
"211","Manitou","SMB",25301,-27.72,6.86,3.26,30,-31.6933333333333,2.22333333333333,-24.56,0.478,156,300,126.78880076726,"Reference",-27.8126,0.544028037383177,0.544028037383177,0.473072195361796,0.701900169923534,0.237743463677209,0.673254885301614,0.164025985437892,3.64299321605278,3.8785810015493,0.23364342303508
"212","Manitou","SMB",25302,-25.81,6.06,3.5,583,-31.6933333333333,2.22333333333333,-24.56,0.478,364,300,126.78880076726,"Reference",-25.665,0.845093457943925,0.845093457943925,0.649061706137835,0.701900169923534,0.237743463677209,0.673254885301614,0.164025985437892,3.56224601429357,3.8785810015493,0.23364342303508
"213","Manitou","SMB",25303,-28.27,8.83,3.24,1162,-31.6933333333333,2.22333333333333,-24.56,0.478,460,300,126.78880076726,"Reference",-28.3824,0.46414953271028,0.46414953271028,0.426378759321478,0.701900169923534,0.237743463677209,0.673254885301614,0.164025985437892,4.18140068169324,3.8785810015493,0.23364342303508
"214","Manitou","SMB",25299,-27.05,6.74,3.3,26,-31.6933333333333,2.22333333333333,-24.56,0.478,133,300,126.78880076726,"Reference",-27.103,0.643504672897196,0.643504672897196,0.53122183069737,0.701900169923534,0.237743463677209,0.673254885301614,0.164025985437892,3.65876377130291,3.8785810015493,0.23364342303508
"215","Manitou","SMB",25298,-26.65,6.72,3.29,43,-31.6933333333333,2.22333333333333,-24.56,0.478,156,300,126.78880076726,"Reference",-26.7129,0.698191588785047,0.698191588785047,0.563189379660739,0.701900169923534,0.237743463677209,0.673254885301614,0.164025985437892,3.68095403518417,3.8785810015493,0.23364342303508
"216","Manitou","SPSCULP",25391,-31.7,8.03,3.45,1.13,-31.6933333333333,2.22333333333333,-24.56,0.478,58,58,NA,"Reference",-31.6045,0.0124532710280374,0.0124532710280374,0.162337130213882,0.0124532710280374,NA,0.0124532710280374,NA,3.71423581638263,3.71423581638263,NA
"217","Manitou","WS",25314,-24.31,5.5,3.28,120,-31.6933333333333,2.22333333333333,-24.56,0.478,228,457.5,97.3621532675243,"Reference",-24.3828,1.02484112149533,1,0.75413422928788,0.791429906542056,0.30710651081943,0.744401401869159,0.218962379881543,3.47705882352941,3.65526330786146,0.118158994254951
"218","Manitou","WS",25310,-21.28,5.71,3.25,938,-31.6933333333333,2.22333333333333,-24.56,0.478,451,457.5,97.3621532675243,"Reference",-21.3825,1.44544392523364,1,1,0.791429906542056,0.30710651081943,0.744401401869159,0.218962379881543,3.53882352941176,3.65526330786146,0.118158994254951
"219","Manitou","WS",25309,-27.34,6.81,3.45,1640,-31.6933333333333,2.22333333333333,-24.56,0.478,535,457.5,97.3621532675243,"Reference",-27.2445,0.623668224299065,0.623668224299065,0.519626321396378,0.791429906542056,0.30710651081943,0.744401401869159,0.218962379881543,3.66916929631666,3.65526330786146,0.118158994254951
"220","Manitou","WS",25318,-25.23,5.73,3.26,630,-31.6933333333333,2.22333333333333,-24.56,0.478,378,457.5,97.3621532675243,"Reference",-25.3226,0.893093457943925,0.893093457943925,0.677120380234368,0.791429906542056,0.30710651081943,0.744401401869159,0.218962379881543,3.48982719076416,3.65526330786146,0.118158994254951
"221","Manitou","WS",25315,-24.68,6.21,3.35,1354,-31.6933333333333,2.22333333333333,-24.56,0.478,474,457.5,97.3621532675243,"Reference",-24.6835,0.982686915887851,0.982686915887851,0.729492747684996,0.791429906542056,0.30710651081943,0.744401401869159,0.218962379881543,3.67699496976361,3.65526330786146,0.118158994254951
"222","Manitou","WS",25316,-27.55,6.89,3.38,1639,-31.6933333333333,2.22333333333333,-24.56,0.478,533,457.5,97.3621532675243,"Reference",-27.5238,0.584514018691588,0.584514018691588,0.496738506924527,0.791429906542056,0.30710651081943,0.744401401869159,0.218962379881543,3.67259954920286,3.65526330786146,0.118158994254951
"223","Manitou","WS",25317,-27.48,6.96,3.37,1135,-31.6933333333333,2.22333333333333,-24.56,0.478,454,457.5,97.3621532675243,"Reference",-27.4637,0.592939252336449,0.592939252336449,0.501663525362616,0.791429906542056,0.30710651081943,0.744401401869159,0.218962379881543,3.697512737768,3.65526330786146,0.118158994254951
"224","Manitou","WS",25312,-28.18,7.38,3.46,933,-31.6933333333333,2.22333333333333,-24.56,0.478,456,457.5,97.3621532675243,"Reference",-28.0746,0.50729906542056,0.50729906542056,0.451602065065968,0.791429906542056,0.30710651081943,0.744401401869159,0.218962379881543,3.77708018691589,3.65526330786146,0.118158994254951
"225","Manitou","WS",25313,-28.69,7.69,3.45,1915,-31.6933333333333,2.22333333333333,-24.56,0.478,571,457.5,97.3621532675243,"Reference",-28.5945,0.434415887850467,0.434415887850467,0.408997787429321,0.791429906542056,0.30710651081943,0.744401401869159,0.218962379881543,3.83084329301814,3.65526330786146,0.118158994254951
"226","Manitou","WS",25311,-26,6.64,3.55,1239,-31.6933333333333,2.22333333333333,-24.56,0.478,495,457.5,97.3621532675243,"Reference",-25.8055,0.825397196261682,0.825397196261682,0.637548143899042,0.791429906542056,0.30710651081943,0.744401401869159,0.218962379881543,3.72272350192413,3.65526330786146,0.118158994254951
"227","Manitou","YPERCH",23594,-28.36,6.24,3.25,13.18,-31.6933333333333,2.22333333333333,-24.56,0.478,111,92.25,24.2491799299013,"Reference",-28.4625,0.452920560747664,0.452920560747664,0.419814799639433,0.402043224299065,0.203171474123446,0.402043224299065,0.203171474123446,3.41387177020341,3.37084297278725,0.452272412489479
"228","Manitou","YPERCH",23595,-26.61,6.73,3.22,18.95,-31.6933333333333,2.22333333333333,-24.56,0.478,128,92.25,24.2491799299013,"Reference",-26.7422,0.694084112149532,0.694084112149532,0.560788330738343,0.402043224299065,0.203171474123446,0.402043224299065,0.203171474123446,3.68178670698186,3.37084297278725,0.452272412489479
"229","Manitou","YPERCH",25345,-30.01,5.72,3.29,3.42,-31.6933333333333,2.22333333333333,-24.56,0.478,78,92.25,24.2491799299013,"Reference",-30.0729,0.227163551401869,0.227163551401869,0.287847250676063,0.402043224299065,0.203171474123446,0.402043224299065,0.203171474123446,3.14504199560198,3.37084297278725,0.452272412489479
"230","Manitou","YPERCH",25346,-26.61,9.82,3.25,3.81,-31.6933333333333,2.22333333333333,-24.56,0.478,80,92.25,24.2491799299013,"Reference",-26.7125,0.698247663551402,0.698247663551402,0.563222158485619,0.402043224299065,0.203171474123446,0.402043224299065,0.203171474123446,4.59274752611325,3.37084297278725,0.452272412489479
"231","Manitou","YPERCH",25347,-29.56,6.06,3.26,4.63,-31.6933333333333,2.22333333333333,-24.56,0.478,83,92.25,24.2491799299013,"Reference",-29.6526,0.286084112149533,0.286084112149533,0.322289600917807,0.402043224299065,0.203171474123446,0.402043224299065,0.203171474123446,3.27528788345245,3.37084297278725,0.452272412489479
"232","Manitou","YPERCH",25344,-30.26,6.15,3.32,2.52,-31.6933333333333,2.22333333333333,-24.56,0.478,72,92.25,24.2491799299013,"Reference",-30.2932,0.196280373831775,0.196280373831775,0.269794312873883,0.402043224299065,0.203171474123446,0.402043224299065,0.203171474123446,3.25565921935129,3.37084297278725,0.452272412489479
"233","Manitou","YPERCH",25349,-28.06,5.94,3.3,14.93,-31.6933333333333,2.22333333333333,-24.56,0.478,115,92.25,24.2491799299013,"Reference",-28.113,0.501915887850467,0.501915887850467,0.448455297877571,0.402043224299065,0.203171474123446,0.402043224299065,0.203171474123446,3.3507874106652,3.37084297278725,0.452272412489479
"234","Manitou","YPERCH",25350,-28.72,5.78,3.28,18.79,-31.6933333333333,2.22333333333333,-24.56,0.478,125,92.25,24.2491799299013,"Reference",-28.7928,0.406616822429906,0.406616822429906,0.392747684995493,0.402043224299065,0.203171474123446,0.402043224299065,0.203171474123446,3.2548084002199,3.37084297278725,0.452272412489479
"235","Manitou","YPERCH",23593,-30.45,5.56,3.2,4.88,-31.6933333333333,2.22333333333333,-24.56,0.478,86,92.25,24.2491799299013,"Reference",-30.602,0.152990654205607,0.152990654205607,0.244489060067197,0.402043224299065,0.203171474123446,0.402043224299065,0.203171474123446,3.05990775151182,3.37084297278725,0.452272412489479
"236","Manitou","YPERCH",25348,-26.73,6.35,3.28,10.72,-31.6933333333333,2.22333333333333,-24.56,0.478,102,92.25,24.2491799299013,"Reference",-26.8028,0.685588785046729,0.685588785046729,0.555822338769155,0.402043224299065,0.203171474123446,0.402043224299065,0.203171474123446,3.56566106652007,3.37084297278725,0.452272412489479
"237","Manitou","YPERCH",23591,-30.12,4.43,3.61,0.8,-31.6933333333333,2.22333333333333,-24.56,0.478,46,92.25,24.2491799299013,"Reference",-29.8661,0.256154205607476,0.256154205607476,0.304793903138572,0.402043224299065,0.203171474123446,0.402043224299065,0.203171474123446,2.78051210005497,3.37084297278725,0.452272412489479
"238","Manitou","YPERCH",23592,-29.69,5.41,3.25,3.93,-31.6933333333333,2.22333333333333,-24.56,0.478,81,92.25,24.2491799299013,"Reference",-29.7925,0.266471962616822,0.266471962616822,0.310825206916332,0.402043224299065,0.203171474123446,0.402043224299065,0.203171474123446,3.07404384277075,3.37084297278725,0.452272412489479
"239","Mendelssohn","BUR",25030,-26.96,6.88,3.28,72,-28.975,2.136,-24.55,3.19,230,230,NA,"Reference",-27.0328,0.438915254237288,0.438915254237288,0.371398507483351,0.438915254237288,NA,0.438915254237288,NA,3.2592303888335,3.2592303888335,NA
"240","Mendelssohn","CISCO",25255,-29.89,7.97,3.53,6.43,-28.975,2.136,-24.55,3.19,101,176.6,102.256974768907,"Reference",-29.7153,-0.167299435028248,0,0,0.0170146892655372,0.164899575901196,0.0700632768361584,0.116951221745996,3.71588235294118,3.73916273712197,0.213735106192736
"241","Mendelssohn","CISCO",25254,-27.41,6.49,3.42,3.13,-28.975,2.136,-24.55,3.19,77,176.6,102.256974768907,"Reference",-27.3442,0.368542372881356,0.368542372881356,0.328284436568042,0.0170146892655372,0.164899575901196,0.0700632768361584,0.116951221745996,3.1663400997009,3.73916273712197,0.213735106192736
"242","Mendelssohn","CISCO",25259,-29.39,8.48,3.55,7.53,-28.975,2.136,-24.55,3.19,107,176.6,102.256974768907,"Reference",-29.1955,-0.0498305084745757,0,0.0719675467622911,0.0170146892655372,0.164899575901196,0.0700632768361584,0.116951221745996,3.86588235294118,3.73916273712197,0.213735106192736
"243","Mendelssohn","CISCO",25256,-29.72,8.17,3.49,6.78,-28.975,2.136,-24.55,3.19,102,176.6,102.256974768907,"Reference",-29.5849,-0.137830508474575,0,0.0180541902612599,0.0170146892655372,0.164899575901196,0.0700632768361584,0.116951221745996,3.77470588235294,3.73916273712197,0.213735106192736
"244","Mendelssohn","CISCO",25257,-29.03,7.94,3.51,8.06,-28.975,2.136,-24.55,3.19,110,176.6,102.256974768907,"Reference",-28.8751,0.022576271186441,0.022576271186441,0.116327689091337,0.0170146892655372,0.164899575901196,0.0700632768361584,0.116951221745996,3.70006017946162,3.73916273712197,0.213735106192736
