FK_Survey_ID,PK_Fish_ID,FK_Effort_ID,Effort,Gang,Species code,Fish #,FLEN,TLEN,RWT,Sex,Gonad,Clip_C,AST,Tissue,Stomach,FIA_PREY_1,FIA_PREY_2,FIA_Comments,,,
1,123,7,7,,331,2,141,,,,,,,,,,,,,,
1,124,7,7,,331,3,136,,,,,,,,,,,,,,
1,125,7,7,,331,4,140,,,,,,,,,,,,,,
1,126,7,7,,331,5,142,,,,,,,,,,,,,,
1,127,7,7,,331,6,138,,,,,,,,,,,,,,
1,128,7,7,,331,7,120,,,,,,,,,,,,,,
1,129,7,7,,331,8,136,,,,,,,,,,,,,,
1,130,7,7,,331,9,118,,,,,,,,,,,,,,
1,131,7,7,,331,10,135,,,,,,,,,,,,,,
1,132,7,7,,331,11,137,,,,,,,,,,,,,,
1,133,7,7,,331,12,138,,,,,,,,,,,,,,
1,134,7,7,,331,13,80,,,,,,,,,,,,,,
1,135,7,7,,331,14,134,,,,,,,,,,,,,,
1,136,7,7,,331,15,136,,,,,,,,,,,,,,
1,137,7,7,,331,16,218,,,,,,,,,,,,,,
1,138,7,7,,331,17,150,,,,,,,,,,,,,,
1,139,7,7,,331,18,145,,,,,,,,,,,,,,
1,140,7,7,,331,19,155,,,,,,,,,,,,,,
1,141,7,7,,331,20,125,,,,,,,,,,,,,,
1,142,7,7,,331,21,140,,,,,,,,,,,,,,
1,143,7,7,,331,22,160,,,,,,,,,,,,,,
1,144,7,7,,331,23,140,,,,,,,,,,,,,,
1,145,7,7,,331,24,135,,,,,,,,,,,,,,
1,146,7,7,,331,25,120,,,,,,,,,,,,,,
1,147,7,7,,331,26,140,,,,,,,,,,,,,,
1,148,7,7,,331,27,160,,,,,,,,,,,,,,
1,149,7,7,,331,28,215,,,,,,,,,,,,,,
1,150,7,7,,331,29,160,,,,,,,,,,,,,,
1,151,7,7,,331,30,155,,,,,,,,,,,,,,
1,152,7,7,,331,31,146,,,,,,,,,,,,,,
1,153,7,7,,331,32,150,,,,,,,,,,,,,,
1,154,7,7,,331,33,100,,,,,,,,,,,,,,
1,155,7,7,,331,34,120,,,,,,,,,,,,,,
1,156,7,7,,331,35,145,,,,,,,,,,,,,,
1,157,7,7,,331,36,140,,,,,,,,,,,,,,
1,158,7,7,,331,37,140,,,,,,,,,,,,,,
1,159,7,7,,331,38,110,,,,,,,,,,,,,,
1,160,7,7,,331,39,125,,,,,,,,,,,,,,
1,161,7,7,,331,40,90,,,,,,,,,,,,,,
1,162,7,7,,331,41,150,,,,,,,,,,,,,,
1,163,7,7,,331,42,115,,,,,,,,,,,,,,
1,164,7,7,,331,43,117,,,,,,,,,,,,,,
1,165,7,7,,331,44,150,,,,,,,,,,,,,,
1,166,7,7,,331,45,145,,,,,,,,,,,,,,
1,167,7,7,,331,46,130,,,,,,,,,,,,,,
1,168,7,7,,331,47,121,,,,,,,,,,,,,,
1,169,7,7,,331,48,130,,,,,,,,,,,,,,
1,170,7,7,,331,49,115,,,,,,,,,,,,,,
1,171,7,7,,331,50,123,,,,,,,,,,,,,,
1,172,7,7,,331,51,112,,,,,,,,,,,,,,
1,173,7,7,,331,52,65,,,,,,,,,,,,,,
1,174,7,7,,331,53,130,,,,,,,,,,,,,,
1,175,7,7,,331,54,126,,,,,,,,,,,,,,
1,176,7,7,,331,55,116,,,,,,,,,,,,,,
1,177,7,7,,331,56,122,,,,,,,,,,,,,,
1,178,7,7,,331,57,146,,,,,,,,,,,,,,
1,179,7,7,,331,58,165,,,,,,,,,,,,,,
1,180,7,7,,331,59,166,,,,,,,,,,,,,,
1,181,7,7,,331,60,136,,,,,,,,,,,,,,
1,182,7,7,,331,61,129,,,,,,,,,,,,,,
1,183,7,7,,331,62,138,,,,,,,,,,,,,,
1,184,7,7,,331,63,158,,,,,,,,,,,,,,
1,185,7,7,,331,64,138,,,,,,,,,,,,,,
1,186,7,7,,331,65,115,,,,,,,,,,,,,,
1,187,7,7,,331,66,120,,,,,,,,,,,,,,
1,188,7,7,,331,67,130,,,,,,,,,,,,,,
1,189,7,7,,331,68,135,,,,,,,,,,,,,,
1,190,7,7,,331,69,126,,,,,,,,,,,,,,
1,191,7,7,,331,70,136,,,,,,,,,,,,,,
1,192,7,7,,331,71,158,,,,,,,,,,,,,,
1,193,7,7,,331,72,155,,,,,,,,,,,,,,
1,194,7,7,,331,73,111,,,,,,,,,,,,,,
1,195,7,7,,331,74,149,,,,,,,,,,,,,,
1,196,7,7,,331,75,135,,,,,,,,,,,,,,
1,197,7,7,,331,76,135,,,,,,,,,,,,,,
1,198,7,7,,331,77,127,,,,,,,,,,,,,,
1,199,7,7,,331,78,140,,,,,,,,,,,,,,
1,200,7,7,,331,79,154,,,,,,,,,,,,,,
1,201,7,7,,331,80,160,,,,,,,,,,,,,,
1,202,7,7,,331,81,138,,,,,,,,,,,,,,
1,203,7,7,,331,82,128,,,,,,,,,,,,,,
1,204,7,7,,331,83,136,,,,,,,,,,,,,,
1,205,7,7,,331,84,146,,,,,,,,,,,,,,
1,206,7,7,,331,85,153,,,,,,,,,,,,,,
1,207,7,7,,331,86,135,,,,,,,,,,,,,,
1,208,7,7,,331,87,160,,,,,,,,,,,,,,
1,209,7,7,,331,88,171,,,,,,,,,,,,,,
1,210,7,7,,331,89,132,,,,,,,,,,,,,,
1,211,7,7,,331,90,113,,,,,,,,,,,,,,
1,212,7,7,,331,91,124,,,,,,,,,,,,,,
1,213,7,7,,331,92,133,,,,,,,,,,,,,,
1,214,7,7,,331,93,130,,,,,,,,,,,,,,
1,215,7,7,,331,94,136,,,,,,,,,,,,,,
1,216,7,7,,331,95,123,,,,,,,,,,,,,,
1,217,7,7,,331,96,124,,,,,,,,,,,,,,
1,218,7,7,,331,97,115,,,,,,,,,,,,,,
1,219,7,7,,331,98,111,,,,,,,,,,,,,,
1,220,7,7,,331,99,151,,,,,,,,,,,,,,
1,221,7,7,,331,100,112,,,,,,,,,,,,,,
1,222,7,7,,331,101,123,,,,,,,,,,,,,,
1,223,7,7,,331,102,146,,,,,,,,,,,,,,
1,224,7,7,,331,103,148,,,,,,,,,,,,,,
1,225,7,7,,331,104,128,,,,,,,,,,,,,,
1,226,7,7,,331,105,150,,,,,,,,,,,,,,
1,227,7,7,,331,106,145,,,,,,,,,,,,,,
1,228,7,7,,331,107,145,,,,,,,,,,,,,,
1,229,7,7,,331,108,106,,,,,,,,,,,,,,
1,230,7,7,,331,109,130,,,,,,,,,,,,,,
1,231,7,7,,331,110,138,,,,,,,,,,,,,,
1,232,7,7,,331,111,128,,,,,,,,,,,,,,
1,233,7,7,,331,112,125,,,,,,,,,,,,,,
1,234,7,7,,331,113,155,,,,,,,,,,,,,,
1,235,7,7,,331,114,138,,,,,,,,,,,,,,
1,236,7,7,,331,115,115,,,,,,,,,,,,,,
1,237,7,7,,331,116,90,,,,,,,,,,,,,,
1,238,7,7,,331,117,142,,,,,,,,,,,,,,
1,239,7,7,,331,118,134,,,,,,,,,,,,,,
1,240,7,7,,331,119,131,,,,,,,,,,,,,,
1,241,7,7,,331,120,132,,,,,,,,,,,,,,
1,242,7,7,,331,121,119,,,,,,,,,,,,,,
1,243,7,7,,331,122,100,,,,,,,,,,,,,,
1,244,7,7,,331,123,103,,,,,,,,,,,,,,
1,245,7,7,,331,124,143,,,,,,,,,,,,,,
1,246,7,7,,331,125,94,,,,,,,,,,,,,,
1,247,7,7,,331,126,110,,,,,,,,,,,,,,
1,248,7,7,,331,127,111,,,,,,,,,,,,,,
1,249,7,7,,331,128,121,,,,,,,,,,,,,,
1,250,7,7,,331,129,140,,,,,,,,,,,,,,
1,251,7,7,,331,130,132,,,,,,,,,,,,,,
1,252,7,7,,331,131,138,,,,,,,,,,,,,,
1,253,7,7,,331,132,148,,,,,,,,,,,,,,
1,254,7,7,,331,133,135,,,,,,,,,,,,,,
1,255,7,7,,331,134,146,,,,,,,,,,,,,,
1,256,7,7,,331,135,130,,,,,,,,,,,,,,
1,257,7,7,,331,136,124,,,,,,,,,,,,,,
1,258,7,7,,331,137,136,,,,,,,,,,,,,,
1,259,7,7,,331,138,115,,,,,,,,,,,,,,
1,260,7,7,,331,139,105,,,,,,,,,,,,,,
1,261,7,7,,331,140,121,,,,,,,,,,,,,,
1,262,7,7,,331,141,106,,,,,,,,,,,,,,
1,263,7,7,,331,142,132,,,,,,,,,,,,,,
1,264,7,7,,331,143,111,,,,,,,,,,,,,,
1,265,7,7,,331,144,121,,,,,,,,,,,,,,
1,266,7,7,,331,145,108,,,,,,,,,,,,,,
1,267,7,7,,331,146,104,,,,,,,,,,,,,,
1,268,7,7,,331,147,103,,,,,,,,,,,,,,
1,269,7,7,,331,148,101,,,,,,,,,,,,,,
1,270,7,7,,331,149,102,,,,,,,,,,,,,,
1,271,7,7,,331,150,98,,,,,,,,,,,,,,
1,272,7,7,,331,151,95,,,,,,,,,,,,,,
1,273,7,7,,331,152,103,,,,,,,,,,,,,,
1,274,7,7,,331,153,85,,,,,,,,,,,,,,
1,275,7,7,,331,154,86,,,,,,,,,,,,,,
1,276,7,7,,331,155,70,,,,,,,,,,,,,,
1,277,7,7,,331,156,85,,,,,,,,,,,,,,
1,278,7,7,,331,157,68,,,,,,,,,,,,,,
1,279,7,7,,331,158,71,,,,,,,,,,,,,,
1,280,7,7,,331,159,68,,,,,,,,,,,,,,
1,281,7,7,,331,160,90,,,,,,,,,,,,,,
1,282,7,7,,331,161,85,,,,,,,,,,,,,,
1,283,7,7,,316,162,395,419,980,2,20,0,A,1,1,2000,,,,,
1,284,8,8,1,331,341,70,,,,,,,,,,,,,,
1,285,8,8,2,331,342,100,,,,,,,,,,,,,,
1,286,8,8,2,331,343,110,,,,,,,,,,,,,,
1,287,8,8,2,331,344,110,,,,,,,,,,,,,,
1,288,11,11,1,331,345,110,,,,,,,,,,,,,,
1,289,11,11,1,331,346,120,,,,,,,,,,,,,,
1,290,11,11,1,331,347,120,,,,,,,,,,,,,,
1,291,11,11,2,331,348,140,,,,,,,,,,,,,,
1,292,12,12,,331,163,230,246,140,,,,,,,,,,,,
1,293,12,12,,163,164,252,268,205,2,10,0,4,1,0,,,,,,
1,294,12,12,,163,165,393,420,850,1,20,0,4,1,0,,,,,,
1,295,15,15,,331,349,80,,,,,,,,,,,,,,
1,296,15,15,,331,350,90,,,,,,,,,,,,,,
1,297,15,15,,331,351,90,,,,,,,,,,,,,,
1,298,15,15,,331,352,90,,,,,,,,,,,,,,
1,299,15,15,,331,353,90,,,,,,,,,,,,,,
1,300,15,15,,331,354,90,,,,,,,,,,,,,,
1,301,15,15,,331,355,90,,,,,,,,,,,,,,
1,302,15,15,,331,356,100,,,,,,,,,,,,,,
1,303,15,15,,331,357,100,,,,,,,,,,,,,,
1,304,15,15,,331,358,100,,,,,,,,,,,,,,
1,305,15,15,,331,359,100,,,,,,,,,,,,,,
1,306,15,15,,331,360,100,,,,,,,,,,,,,,
1,307,15,15,,331,361,100,,,,,,,,,,,,,,
1,308,15,15,,331,362,100,,,,,,,,,,,,,,
1,309,15,15,,331,363,100,,,,,,,,,,,,,,
1,310,15,15,,331,364,100,,,,,,,,,,,,,,
1,311,15,15,,331,365,100,,,,,,,,,,,,,,
1,312,15,15,,331,366,100,,,,,,,,,,,,,,
1,313,15,15,,331,367,100,,,,,,,,,,,,,,
1,314,15,15,,331,368,100,,,,,,,,,,,,,,
1,315,15,15,,331,369,110,,,,,,,,,,,,,,
1,316,15,15,,331,370,110,,,,,,,,,,,,,,
1,317,15,15,,331,371,110,,,,,,,,,,,,,,
1,318,15,15,,331,372,110,,,,,,,,,,,,,,
1,319,15,15,,331,373,110,,,,,,,,,,,,,,
1,320,15,15,,331,374,110,,,,,,,,,,,,,,
1,321,15,15,,331,375,110,,,,,,,,,,,,,,
1,322,15,15,,331,376,110,,,,,,,,,,,,,,
1,323,15,15,,331,377,110,,,,,,,,,,,,,,
1,324,15,15,,331,378,110,,,,,,,,,,,,,,
1,325,15,15,,331,379,110,,,,,,,,,,,,,,
1,326,15,15,,331,380,110,,,,,,,,,,,,,,
1,327,15,15,,331,381,110,,,,,,,,,,,,,,
1,328,15,15,,331,382,110,,,,,,,,,,,,,,
1,329,15,15,,331,383,110,,,,,,,,,,,,,,
1,330,15,15,,331,384,110,,,,,,,,,,,,,,
1,331,15,15,,331,385,120,,,,,,,,,,,,,,
1,332,15,15,,331,386,120,,,,,,,,,,,,,,
1,333,15,15,,331,387,120,,,,,,,,,,,,,,
1,334,15,15,,331,388,120,,,,,,,,,,,,,,
1,335,15,15,,331,389,120,,,,,,,,,,,,,,
1,336,15,15,,331,390,120,,,,,,,,,,,,,,
1,337,15,15,,331,391,120,,,,,,,,,,,,,,
1,338,15,15,,331,392,120,,,,,,,,,,,,,,
1,339,15,15,,331,393,120,,,,,,,,,,,,,,
1,340,15,15,,331,394,120,,,,,,,,,,,,,,
1,341,15,15,,331,395,120,,,,,,,,,,,,,,
1,342,15,15,,331,396,120,,,,,,,,,,,,,,
1,343,15,15,,331,397,120,,,,,,,,,,,,,,
1,344,15,15,,331,398,120,,,,,,,,,,,,,,
1,345,15,15,,331,399,120,,,,,,,,,,,,,,
1,346,15,15,,331,400,120,,,,,,,,,,,,,,
1,347,15,15,,331,401,120,,,,,,,,,,,,,,
1,348,15,15,,331,402,120,,,,,,,,,,,,,,
1,349,15,15,,331,403,120,,,,,,,,,,,,,,
1,350,15,15,,331,404,120,,,,,,,,,,,,,,
1,351,15,15,,331,405,120,,,,,,,,,,,,,,
1,352,15,15,,331,406,120,,,,,,,,,,,,,,
1,353,15,15,,331,407,120,,,,,,,,,,,,,,
1,354,15,15,,331,408,120,,,,,,,,,,,,,,
1,355,15,15,,331,409,120,,,,,,,,,,,,,,
1,356,15,15,,331,410,120,,,,,,,,,,,,,,
1,357,15,15,,331,411,120,,,,,,,,,,,,,,
1,358,15,15,,331,412,120,,,,,,,,,,,,,,
1,359,15,15,,331,413,120,,,,,,,,,,,,,,
1,360,15,15,,331,414,120,,,,,,,,,,,,,,
1,361,15,15,,331,415,130,,,,,,,,,,,,,,
1,362,16,16,1,331,416,60,,,,,,,,,,,,,,
1,363,16,16,1,331,417,70,,,,,,,,,,,,,,
1,364,16,16,1,331,418,70,,,,,,,,,,,,,,
1,365,16,16,1,331,419,80,,,,,,,,,,,,,,
1,366,16,16,1,331,420,100,,,,,,,,,,,,,,
1,367,16,16,1,331,421,100,,,,,,,,,,,,,,
1,368,16,16,1,331,422,110,,,,,,,,,,,,,,
1,369,16,16,1,331,423,110,,,,,,,,,,,,,,
1,370,16,16,1,331,424,110,,,,,,,,,,,,,,
1,371,16,16,1,331,425,110,,,,,,,,,,,,,,
1,372,16,16,1,331,426,110,,,,,,,,,,,,,,
1,373,16,16,1,331,427,110,,,,,,,,,,,,,,
1,374,16,16,1,331,428,110,,,,,,,,,,,,,,
1,375,16,16,1,331,429,110,,,,,,,,,,,,,,
1,376,16,16,1,331,430,110,,,,,,,,,,,,,,
1,377,16,16,1,331,431,110,,,,,,,,,,,,,,
1,378,16,16,1,331,432,120,,,,,,,,,,,,,,
1,379,16,16,1,331,433,120,,,,,,,,,,,,,,
1,380,16,16,1,331,434,120,,,,,,,,,,,,,,
1,381,16,16,1,331,435,120,,,,,,,,,,,,,,
1,382,16,16,1,331,436,120,,,,,,,,,,,,,,
1,383,16,16,1,331,437,120,,,,,,,,,,,,,,
1,384,16,16,1,331,438,120,,,,,,,,,,,,,,
1,385,16,16,1,331,439,120,,,,,,,,,,,,,,
1,386,16,16,1,331,440,120,,,,,,,,,,,,,,
1,387,16,16,1,331,441,120,,,,,,,,,,,,,,
1,388,16,16,1,331,442,120,,,,,,,,,,,,,,
1,389,16,16,1,331,443,120,,,,,,,,,,,,,,
1,390,16,16,1,331,444,130,,,,,,,,,,,,,,
1,391,16,16,1,331,445,130,,,,,,,,,,,,,,
1,392,16,16,1,331,446,130,,,,,,,,,,,,,,
1,393,16,16,1,331,447,130,,,,,,,,,,,,,,
1,394,16,16,1,331,448,130,,,,,,,,,,,,,,
1,395,16,16,1,331,449,130,,,,,,,,,,,,,,
1,396,16,16,1,331,450,130,,,,,,,,,,,,,,
1,397,16,16,1,331,451,130,,,,,,,,,,,,,,
1,398,16,16,1,331,452,140,,,,,,,,,,,,,,
1,399,16,16,1,331,453,140,,,,,,,,,,,,,,
1,400,16,16,1,331,454,140,,,,,,,,,,,,,,
1,401,16,16,1,331,455,140,,,,,,,,,,,,,,
1,402,16,16,1,331,456,140,,,,,,,,,,,,,,
1,403,16,16,1,331,457,140,,,,,,,,,,,,,,
1,404,16,16,1,331,458,140,,,,,,,,,,,,,,
1,405,16,16,1,331,459,170,,,,,,,,,,,,,,
1,406,16,16,2,331,460,70,,,,,,,,,,,,,,
1,407,16,16,2,331,461,70,,,,,,,,,,,,,,
1,408,16,16,2,331,462,70,,,,,,,,,,,,,,
1,409,16,16,2,331,463,80,,,,,,,,,,,,,,
1,410,16,16,2,331,464,80,,,,,,,,,,,,,,
1,411,16,16,2,331,465,80,,,,,,,,,,,,,,
1,412,16,16,2,331,466,80,,,,,,,,,,,,,,
1,413,16,16,2,331,467,90,,,,,,,,,,,,,,
1,414,16,16,2,331,468,90,,,,,,,,,,,,,,
1,415,16,16,2,331,469,90,,,,,,,,,,,,,,
1,416,16,16,2,331,470,90,,,,,,,,,,,,,,
1,417,16,16,2,331,471,90,,,,,,,,,,,,,,
1,418,16,16,2,331,472,90,,,,,,,,,,,,,,
1,419,16,16,2,331,473,90,,,,,,,,,,,,,,
1,420,16,16,2,331,474,90,,,,,,,,,,,,,,
1,421,16,16,2,331,475,120,,,,,,,,,,,,,,
1,422,16,16,2,331,476,120,,,,,,,,,,,,,,
1,423,16,16,2,331,477,120,,,,,,,,,,,,,,
1,424,16,16,2,331,478,120,,,,,,,,,,,,,,
1,425,16,16,2,331,479,120,,,,,,,,,,,,,,
1,426,16,16,2,331,480,120,,,,,,,,,,,,,,
1,427,16,16,2,331,481,130,,,,,,,,,,,,,,
1,428,16,16,2,331,482,130,,,,,,,,,,,,,,
1,429,16,16,2,331,483,130,,,,,,,,,,,,,,
1,430,16,16,2,331,484,130,,,,,,,,,,,,,,
1,431,16,16,2,331,485,130,,,,,,,,,,,,,,
1,432,16,16,2,331,486,130,,,,,,,,,,,,,,
1,433,16,16,2,331,487,130,,,,,,,,,,,,,,
1,434,16,16,2,331,488,130,,,,,,,,,,,,,,
1,435,16,16,2,331,489,130,,,,,,,,,,,,,,
1,436,16,16,2,331,490,130,,,,,,,,,,,,,,
1,437,16,16,2,331,491,140,,,,,,,,,,,,,,
1,438,16,16,2,331,492,140,,,,,,,,,,,,,,
1,439,16,16,2,331,493,140,,,,,,,,,,,,,,
1,440,16,16,2,331,494,140,,,,,,,,,,,,,,
1,441,16,16,2,331,495,140,,,,,,,,,,,,,,
1,442,16,16,2,331,496,140,,,,,,,,,,,,,,
1,443,16,16,2,331,497,140,,,,,,,,,,,,,,
1,444,16,16,2,331,498,140,,,,,,,,,,,,,,
1,445,16,16,2,331,499,140,,,,,,,,,,,,,,
1,446,16,16,2,331,500,140,,,,,,,,,,,,,,
1,447,16,16,2,331,501,140,,,,,,,,,,,,,,
1,448,16,16,2,331,502,170,,,,,,,,,,,,,,
1,449,16,16,2,331,503,170,,,,,,,,,,,,,,
1,450,16,16,2,331,504,170,,,,,,,,,,,,,,
1,451,16,16,2,331,505,170,,,,,,,,,,,,,,
1,452,16,16,2,331,506,170,,,,,,,,,,,,,,
1,453,16,16,2,331,507,170,,,,,,,,,,,,,,
1,454,17,17,,316,180,413,438,1220,2,20,0,A,1,0,,,,,,
1,455,17,17,,316,181,366,385,700,1,20,0,A,1,1,3000,,,,,
1,456,17,17,,163,182,385,414,812,1,20,1,4,1,0,,,,,,
1,457,17,17,,163,183,415,454,1020,1,20,1,4,1,0,,,,,,
1,458,17,17,,163,184,419,439,1200,2,20,1,4,1,0,,,,,,
1,459,18,18,,331,166,146,155,,,,,,,,,,,,,
1,460,18,18,,331,167,167,181,,,,,,,,,,,,,
1,461,18,18,,331,168,148,155,,,,,,,,,,,,,
1,462,18,18,,331,169,155,165,,,,,,,,,,,,,
1,463,18,18,,331,170,148,162,,,,,,,,,,,,,
